id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_ejected
3102221,6780700,2,1,male,61,complaint of pain,1,1
3102222,6780700,2,2,female,69,complaint of pain,0,1
3102746,6781165,1,1,male,16,severe injury,1,0
3102747,6781168,1,1,male,35,other visible injury,1,1
3102751,6781171,2,1,male,30,severe injury,1,1
3102813,6781257,1,1,male,33,complaint of pain,1,0
3102840,6781283,2,1,male,23,complaint of pain,1,1
3102841,6781286,1,1,male,33,other visible injury,9,1
3102843,6781288,2,1,male,26,complaint of pain,1,1
3102859,6781294,2,1,male,33,complaint of pain,1,1
3102870,6781301,2,1,male,33,complaint of pain,1,1
3102876,6781305,1,2,male,23,no injury,3,0
3102877,6781305,1,2,female,23,no injury,6,0
3102878,6781305,2,1,male,64,other visible injury,1,1
3102892,6781315,1,1,male,58,complaint of pain,1,2
3102922,6781330,2,3,male,28,complaint of pain,9,3
3102923,6781331,2,1,male,36,other visible injury,1,1
3102941,6781338,1,2,male,54,other visible injury,2,0
3102942,6781338,1,1,male,54,complaint of pain,1,0
3102946,6781342,2,1,male,55,complaint of pain,0,3
3103112,6781554,2,1,,73,complaint of pain,1,0
3103113,6781554,3,1,,49,complaint of pain,1,0
3103114,6781554,3,2,,,complaint of pain,3,0
3103115,6781554,3,2,,,complaint of pain,6,0
3103301,6781734,1,1,female,24,other visible injury,1,1
3103346,6781766,1,1,male,44,other visible injury,1,2
3103348,6781768,2,1,male,29,other visible injury,1,1
3103368,6781780,1,1,male,21,complaint of pain,1,1
3103369,6781780,2,2,female,23,no injury,3,0
3103393,6781792,1,1,male,25,other visible injury,1,2
3103400,6781797,1,1,male,36,complaint of pain,1,0
3103447,6781818,1,1,male,34,other visible injury,1,0
3103452,6781820,1,1,male,20,other visible injury,1,0
3103456,6781824,1,1,male,26,other visible injury,1,1
3103474,6781836,2,1,male,57,other visible injury,1,3
3103887,6782176,1,1,male,41,other visible injury,1,1
3103888,6782176,2,1,male,20,other visible injury,1,1
3103903,6782184,1,2,female,30,no injury,3,0
3103904,6782184,2,1,male,27,severe injury,1,1
3103905,6782184,3,2,male,45,no injury,3,0
3103906,6782184,3,2,male,39,no injury,6,0
3103931,6782193,1,1,male,20,severe injury,1,1
3103932,6782193,2,1,male,53,other visible injury,1,0
3103933,6782193,2,2,female,12,complaint of pain,4,0
3103934,6782193,2,2,male,11,no injury,6,0
3103938,6782196,1,1,male,19,severe injury,1,1
3103971,6782212,1,1,male,58,other visible injury,1,2
3103972,6782212,2,2,male,26,no injury,3,0
3103973,6782212,2,2,female,58,no injury,6,0
3103976,6782214,1,1,male,23,severe injury,1,1
3104012,6782233,1,1,male,35,complaint of pain,1,1
3104037,6782278,2,2,female,24,no injury,3,0
3104043,6782316,1,1,male,62,complaint of pain,1,1
3104067,6782333,1,1,male,24,other visible injury,1,1
3104085,6782342,1,2,male,11,no injury,3,0
3104086,6782342,1,2,male,8,no injury,6,0
3104087,6782342,2,1,male,21,other visible injury,1,1
3104093,6782345,1,1,male,21,other visible injury,1,1
3104134,6782369,2,1,male,49,other visible injury,1,0
3104308,6782540,1,2,female,18,no injury,3,0
3104309,6782540,2,1,male,39,other visible injury,1,1
3104634,6782750,2,1,male,50,other visible injury,1,0
3104694,6782783,1,1,male,21,severe injury,1,1
3104702,6782790,1,2,male,15,severe injury,2,2
3104707,6782794,2,1,male,48,other visible injury,1,1
3104720,6782801,1,1,female,59,complaint of pain,1,1
3104745,6782815,1,1,male,53,other visible injury,1,0
3104746,6782815,2,3,male,51,other visible injury,9,3
3104799,6782848,2,2,female,26,no injury,3,0
3104800,6782848,2,2,male,9,no injury,6,0
3104801,6782848,3,2,male,75,no injury,3,0
3105385,6783507,1,1,male,21,complaint of pain,1,0
3105386,6783507,2,1,male,50,other visible injury,1,0
3105387,6783507,2,2,male,,no injury,4,0
3105388,6783507,3,1,male,28,complaint of pain,1,0
3105448,6783566,1,1,,58,complaint of pain,1,3
3105520,6783634,2,1,male,25,other visible injury,1,0
3105642,6783774,1,1,male,58,complaint of pain,1,0
3105649,6783776,2,1,male,17,severe injury,1,3
3105741,6783864,1,1,male,24,other visible injury,1,0
3105742,6783864,2,3,female,70,other visible injury,0,0
3105756,6783871,2,2,female,25,other visible injury,9,1
3105939,6784046,2,1,female,56,complaint of pain,1,0
3105979,6784087,2,1,male,45,other visible injury,1,0
3105988,6784095,1,1,male,27,severe injury,1,1
3105992,6784099,2,1,male,56,complaint of pain,1,1
3106008,6784115,1,1,male,28,complaint of pain,1,1
3106009,6784115,2,2,female,89,no injury,3,0
3106044,6784155,1,1,male,28,other visible injury,1,1
3106837,6785214,1,1,male,21,severe injury,1,1
3106838,6785214,2,2,female,25,no injury,3,0
3106912,6785296,1,1,male,43,other visible injury,1,1
3106965,6785336,1,1,female,23,other visible injury,1,1
3106966,6785336,1,2,male,38,no injury,2,1
3106975,6785347,1,1,male,19,other visible injury,1,1
3106989,6785356,1,2,male,18,no injury,3,0
3106990,6785356,2,1,male,24,severe injury,1,1
3106994,6785360,1,1,male,20,other visible injury,1,0
3107028,6785382,1,1,male,34,complaint of pain,1,1
3107029,6785382,1,2,female,30,complaint of pain,2,1
3107030,6785382,2,2,female,54,complaint of pain,2,0
3107056,6785393,1,1,male,44,severe injury,1,1
3107091,6785409,2,1,male,27,complaint of pain,1,0
3107133,6785427,2,1,male,28,other visible injury,1,1
3107147,6785437,1,1,male,25,complaint of pain,1,1
3107161,6785444,1,1,male,52,severe injury,1,0
3107176,6785452,2,1,male,19,other visible injury,1,1
3107195,6785461,2,1,male,54,complaint of pain,1,0
3107218,6785473,1,2,male,17,no injury,3,0
3107219,6785473,1,2,male,18,no injury,4,0
3107220,6785473,2,1,female,80,complaint of pain,1,0
3107227,6785478,2,1,male,31,complaint of pain,1,0
3107240,6785485,1,1,male,34,severe injury,0,3
3107285,6785508,2,1,male,39,complaint of pain,1,1
3108869,6787076,1,1,male,38,other visible injury,1,1
3108950,6787142,1,2,female,39,no injury,3,0
3108951,6787142,1,2,female,4,no injury,4,0
3108952,6787142,1,2,female,6,no injury,6,0
3108953,6787142,2,1,male,22,other visible injury,1,0
3108973,6787154,2,1,male,20,complaint of pain,1,0
3109013,6787174,2,1,male,28,other visible injury,1,1
3109069,6787206,2,1,male,45,other visible injury,1,1
3109074,6787209,2,1,male,29,other visible injury,1,0
3109116,6787232,2,1,male,50,other visible injury,1,3
3109118,6787234,2,1,male,34,complaint of pain,1,1
3109132,6787242,2,1,male,40,other visible injury,1,1
3109150,6787254,1,1,male,26,other visible injury,1,1
3109151,6787254,2,2,male,13,no injury,3,0
3109156,6787258,1,1,male,42,other visible injury,1,0
3109157,6787258,2,2,male,34,no injury,3,0
3109184,6787273,1,1,male,22,complaint of pain,1,1
3109185,6787273,2,3,female,54,severe injury,0,0
3109186,6787274,1,2,male,61,no injury,3,0
3109187,6787274,2,1,male,55,severe injury,9,0
3109193,6787277,1,1,male,57,severe injury,1,1
3109194,6787277,1,2,female,49,severe injury,2,1
3109198,6787280,1,1,male,64,complaint of pain,1,0
3109271,6787502,2,2,female,63,no injury,2,3
3109508,6787745,1,1,male,20,other visible injury,1,1
3109509,6787745,2,2,female,19,no injury,3,0
3109510,6787745,2,2,female,19,no injury,4,0
3109511,6787745,2,2,female,19,no injury,6,0
3109512,6787745,2,2,female,19,no injury,7,0
3109521,6787753,2,1,male,26,other visible injury,1,1
3109733,6787975,2,1,female,35,other visible injury,1,0
3109768,6787995,1,1,male,21,other visible injury,1,1
3109797,6788012,1,1,male,48,complaint of pain,1,1
3109799,6788015,2,1,male,27,complaint of pain,1,1
3109800,6788016,1,1,male,31,complaint of pain,1,2
3109824,6788052,1,2,female,9,no injury,4,0
3109825,6788052,1,2,female,7,no injury,6,0
3109826,6788052,2,1,male,35,other visible injury,1,1
3109872,6788094,1,2,female,22,no injury,4,0
3109873,6788094,1,2,male,24,no injury,3,0
3109874,6788094,2,1,male,44,complaint of pain,1,1
3109954,6788139,1,2,female,15,no injury,4,0
3109955,6788139,1,2,female,84,no injury,3,0
3109956,6788139,1,2,female,86,no injury,6,0
3109957,6788139,2,1,male,59,other visible injury,1,0
3109981,6788153,2,1,male,27,complaint of pain,1,1
3109985,6788157,1,1,female,21,complaint of pain,1,2
3109996,6788163,1,2,male,67,severe injury,1,1
3110059,6788198,2,1,male,30,other visible injury,1,1
3110192,6788299,1,1,female,16,other visible injury,1,0
3110435,6788602,2,1,male,23,other visible injury,1,0
3110641,6788803,1,1,male,20,severe injury,1,1
3110776,6788933,2,1,female,33,other visible injury,1,1
3110813,6788962,1,1,female,38,complaint of pain,1,0
3110814,6788962,2,2,female,59,no injury,3,0
3110833,6788974,1,1,male,59,complaint of pain,1,1
3110834,6788974,2,2,male,23,no injury,3,0
3110871,6788997,2,1,male,56,complaint of pain,1,1
3111011,6789090,2,1,male,24,complaint of pain,1,2
3111014,6789092,1,1,female,46,complaint of pain,1,0
3111015,6789092,2,1,male,29,other visible injury,1,1
3111061,6789116,1,1,male,30,severe injury,1,1
3111068,6789119,2,1,male,23,other visible injury,1,0
3111315,6789469,1,1,male,44,complaint of pain,1,1
3111393,6789580,1,1,male,59,complaint of pain,1,1
3111425,6789598,1,1,male,38,severe injury,1,1
3111426,6789598,1,2,female,24,severe injury,2,1
3111891,6789991,2,1,male,26,complaint of pain,1,1
3111933,6790017,1,1,male,75,other visible injury,1,2
3111941,6790025,1,2,male,,no injury,3,3
3111942,6790025,2,1,male,30,other visible injury,1,3
3112032,6790077,1,1,male,22,other visible injury,1,1
3112057,6790091,1,1,male,21,other visible injury,1,1
3112062,6790095,1,1,male,57,severe injury,1,0
3112071,6790099,1,1,male,63,other visible injury,1,1
3112073,6790101,1,1,male,50,complaint of pain,1,1
3112082,6790107,1,1,male,72,complaint of pain,1,1
3112234,6790217,2,1,female,29,complaint of pain,1,1
3112573,6790612,1,1,male,26,severe injury,1,1
3112587,6790623,1,1,male,28,other visible injury,1,1
3112588,6790623,2,2,female,41,no injury,3,0
3112589,6790623,2,2,male,24,no injury,6,0
3112627,6790672,2,1,male,29,complaint of pain,1,1
3112846,6791013,2,2,female,11,no injury,3,0
3113166,6791295,1,1,male,65,other visible injury,9,3
3113167,6791295,2,3,male,14,other visible injury,9,3
3113168,6791296,1,1,male,60,other visible injury,1,1
3113169,6791296,2,2,male,19,no injury,3,0
3113170,6791296,2,2,female,7,no injury,4,0
3113171,6791296,2,2,male,8,no injury,5,0
3113200,6791316,1,1,male,23,severe injury,1,1
3113204,6791320,1,2,female,29,complaint of pain,3,0
3113205,6791320,1,2,female,28,no injury,4,0
3113206,6791320,1,2,male,31,no injury,6,0
3113207,6791320,2,2,male,27,no injury,3,0
3113219,6791332,1,1,male,32,other visible injury,1,1
3113220,6791332,2,2,female,63,no injury,3,0
3113229,6791339,1,1,male,44,complaint of pain,1,3
3113251,6791356,2,1,male,67,other visible injury,1,3
3113454,6791527,1,1,male,29,complaint of pain,1,1
3113471,6791536,1,1,male,59,complaint of pain,1,0
3113474,6791538,2,1,male,37,complaint of pain,1,0
3113475,6791538,2,2,male,10,complaint of pain,2,0
3113513,6791558,1,1,male,31,severe injury,1,1
3114254,6792215,1,1,male,27,complaint of pain,1,1
3114255,6792215,1,2,female,25,other visible injury,2,1
3114302,6792246,1,2,female,59,no injury,4,0
3114430,6792438,1,2,male,45,no injury,3,0
3114443,6792458,1,1,male,68,other visible injury,1,0
3114547,6792573,2,2,female,17,complaint of pain,3,0
3114628,6792612,2,1,male,26,complaint of pain,1,0
3114629,6792613,1,1,male,20,other visible injury,1,1
3114657,6792635,2,1,male,37,complaint of pain,1,1
3114663,6792640,1,1,male,21,other visible injury,1,3
3114695,6792654,1,1,,43,other visible injury,1,0
3114711,6792662,2,1,male,70,other visible injury,1,3
3114715,6792666,2,1,male,36,complaint of pain,1,3
3114716,6792666,3,2,male,21,no injury,3,3
3114717,6792666,3,2,male,20,no injury,4,3
3114718,6792666,3,2,male,20,no injury,6,3
3114755,6792693,2,2,male,30,no injury,3,0
3114786,6792767,2,2,female,13,no injury,3,0
3114913,6792906,1,1,male,37,other visible injury,1,1
3114914,6792906,3,2,male,76,no injury,3,0
3114979,6792964,1,1,male,22,severe injury,1,1
3114989,6792971,1,1,male,22,complaint of pain,1,1
3114991,6792973,1,1,male,52,other visible injury,1,1
3115061,6793009,1,1,male,20,complaint of pain,1,0
3115062,6793009,2,2,male,12,no injury,3,0
3115088,6793027,1,4,female,46,severe injury,1,1
3115089,6793027,2,1,male,21,severe injury,1,1
3115092,6793030,1,1,male,68,complaint of pain,1,0
3115133,6793084,2,2,female,25,no injury,3,0
3115200,6793183,1,1,male,56,complaint of pain,1,1
3115374,6793368,1,1,male,32,severe injury,1,1
3115554,6793550,1,1,female,56,complaint of pain,1,0
3115555,6793550,2,1,male,32,complaint of pain,1,1
3115557,6793552,1,1,male,25,complaint of pain,1,0
3115575,6793562,1,1,male,26,other visible injury,1,0
3115584,6793567,1,1,male,22,other visible injury,1,1
3115619,6793589,1,1,male,27,other visible injury,1,1
3115728,6793713,1,1,male,42,severe injury,1,1
3115967,6794008,1,2,male,27,no injury,3,0
3115968,6794008,1,2,male,28,no injury,9,0
3115969,6794008,2,1,male,38,other visible injury,1,1
3116017,6794037,1,1,male,42,other visible injury,1,1
3116219,6794247,1,1,female,61,complaint of pain,1,1
3116234,6794255,2,1,male,45,complaint of pain,1,0
3116244,6794261,2,1,female,22,other visible injury,1,1
3116378,6794351,2,1,male,49,other visible injury,1,1
3116379,6794351,3,2,female,49,no injury,3,0
3116380,6794351,3,2,female,72,no injury,4,0
3116381,6794351,3,2,male,3,no injury,5,0
3116382,6794351,3,2,male,16,no injury,6,0
3116400,6794359,1,1,male,22,other visible injury,1,1
3116413,6794366,2,1,male,55,severe injury,1,0
3116424,6794371,2,1,male,39,other visible injury,1,1
3116438,6794377,1,2,female,18,no injury,3,0
3116439,6794377,2,1,male,48,other visible injury,1,1
3116594,6794481,1,3,male,75,other visible injury,9,3
3116629,6794506,1,1,male,31,complaint of pain,1,0
3116651,6794518,2,1,male,22,severe injury,1,1
3116652,6794521,1,1,male,61,other visible injury,1,1
3116747,6794585,2,1,male,30,complaint of pain,1,3
3116985,6794762,3,2,male,37,no injury,3,0
3116986,6794762,3,2,male,3,no injury,6,0
3117233,6794971,1,1,male,24,other visible injury,1,1
3117415,6795071,2,1,female,24,other visible injury,1,1
3117428,6795079,1,1,male,26,other visible injury,1,1
3117437,6795087,2,1,female,33,complaint of pain,1,1
3117447,6795095,1,1,male,39,severe injury,1,1
3117453,6795099,1,2,female,30,other visible injury,5,0
3117454,6795100,1,1,male,51,complaint of pain,1,0
3117498,6795120,1,1,female,22,other visible injury,1,0
3117527,6795136,1,1,male,24,other visible injury,1,1
3118145,6795643,2,1,male,55,other visible injury,1,1
3118152,6795647,2,1,male,27,other visible injury,1,3
3118298,6795756,2,1,male,64,other visible injury,1,0
3118309,6795764,1,1,male,37,complaint of pain,1,0
3118326,6795774,2,1,female,40,other visible injury,1,1
3118361,6795800,1,1,male,41,complaint of pain,1,2
3118471,6795871,1,1,male,23,other visible injury,1,1
3118481,6795879,1,1,male,55,complaint of pain,1,1
3118546,6795947,2,1,male,65,complaint of pain,1,0
3118556,6795959,1,1,male,30,other visible injury,1,1
3118557,6795960,1,1,female,57,severe injury,1,1
3118841,6796322,1,1,male,24,other visible injury,1,1
3118845,6796324,1,1,male,25,other visible injury,1,1
3118846,6796324,3,2,female,36,no injury,3,0
3118847,6796324,3,2,male,5,no injury,4,0
3118848,6796324,3,2,male,3,no injury,6,0
3118854,6796328,1,1,male,22,complaint of pain,1,1
3118855,6796328,3,2,female,77,no injury,3,0
3118861,6796333,1,1,male,42,severe injury,1,1
3118862,6796334,1,1,male,34,complaint of pain,1,1
3118883,6796346,2,1,male,54,other visible injury,1,1
3118898,6796356,1,1,male,47,other visible injury,1,0
3118899,6796356,1,2,male,9,other visible injury,2,1
3118900,6796357,1,1,male,38,other visible injury,1,1
3118902,6796359,1,2,female,13,no injury,3,0
3118903,6796359,1,2,male,4,no injury,6,0
3118904,6796359,1,2,male,27,no injury,4,0
3118905,6796359,2,1,male,40,complaint of pain,1,1
3119282,6796883,1,2,female,23,complaint of pain,2,2
3119283,6796883,1,1,male,23,complaint of pain,1,2
3119294,6796891,1,2,female,24,no injury,9,3
3119295,6796891,2,2,female,26,complaint of pain,9,1
3119367,6796951,1,2,female,14,no injury,3,0
3119368,6796951,2,1,male,24,severe injury,1,0
3119388,6796962,2,1,male,33,complaint of pain,1,1
3119789,6797349,2,1,male,58,complaint of pain,1,1
3119861,6797440,1,1,male,18,other visible injury,1,1
3119868,6797447,2,1,male,30,other visible injury,1,1
3119871,6797449,2,1,male,36,complaint of pain,1,1
3119908,6797469,2,1,male,31,complaint of pain,1,2
3119914,6797471,2,1,male,45,complaint of pain,1,1
3119915,6797472,1,2,male,8,no injury,6,0
3119916,6797472,2,1,male,46,other visible injury,1,0
3119917,6797472,2,2,female,28,other visible injury,0,0
3120180,6797616,2,1,male,21,other visible injury,1,1
3120209,6797636,1,2,female,28,severe injury,2,1
3120280,6797682,1,1,male,24,complaint of pain,1,0
3120638,6798044,2,1,male,44,other visible injury,1,0
3120659,6798053,1,2,male,68,no injury,3,0
3120660,6798053,2,1,male,27,other visible injury,9,3
3120700,6798080,1,1,,51,complaint of pain,1,1
3120825,6798289,2,1,male,58,complaint of pain,1,0
3120846,6798300,1,1,male,40,other visible injury,1,0
3120901,6798368,2,1,male,45,complaint of pain,1,0
3120922,6798390,1,2,female,39,no injury,3,0
3120923,6798390,2,1,male,27,complaint of pain,1,1
3120933,6798405,1,2,female,45,no injury,3,0
3120934,6798405,1,2,male,20,no injury,4,0
3120935,6798405,1,2,female,2,no injury,6,0
3120936,6798405,1,2,female,24,no injury,9,0
3120937,6798405,2,1,male,56,severe injury,1,1
3120938,6798405,2,2,female,53,other visible injury,2,1
3120972,6798422,1,1,male,24,severe injury,1,1
3121015,6798447,1,1,female,22,other visible injury,1,1
3121054,6798468,1,1,male,58,complaint of pain,1,1
3121616,6799076,2,1,female,21,other visible injury,1,1
3121704,6799156,2,1,male,56,complaint of pain,1,0
3121714,6799167,1,1,male,23,other visible injury,1,1
3121715,6799168,1,1,male,26,complaint of pain,1,1
3121724,6799176,1,2,male,12,no injury,4,0
3121725,6799176,2,1,male,34,complaint of pain,1,1
3121883,6799298,1,1,male,33,complaint of pain,1,1
3122219,6799612,1,1,male,20,other visible injury,1,3
3122224,6799621,1,1,male,32,severe injury,1,1
3122349,6799727,1,1,male,48,complaint of pain,1,1
3122350,6799727,1,2,female,47,no injury,2,1
3122355,6799733,2,1,male,59,complaint of pain,1,1
3122390,6799750,1,1,male,27,other visible injury,1,1
3122393,6799752,2,1,female,31,other visible injury,1,0
3122404,6799758,1,1,male,52,other visible injury,1,1
3122405,6799759,1,1,male,33,other visible injury,1,1
3122409,6799761,2,1,male,34,other visible injury,1,1
3122442,6799774,1,1,male,41,complaint of pain,1,1
3122470,6799791,2,1,male,22,severe injury,9,3
3122485,6799797,2,1,male,32,complaint of pain,1,1
3122541,6799827,1,1,male,21,other visible injury,1,1
3122556,6799837,1,1,male,27,other visible injury,1,0
3122631,6799903,2,1,male,28,other visible injury,1,1
3122660,6799930,1,1,male,22,other visible injury,1,1
3122713,6799954,1,2,male,17,no injury,3,0
3122714,6799954,2,1,male,47,severe injury,9,1
3122725,6799960,1,1,male,55,severe injury,1,1
3122731,6799965,1,1,male,36,other visible injury,1,0
3122732,6799965,1,2,female,36,other visible injury,2,1
3122752,6799978,2,1,male,36,complaint of pain,1,1
3122759,6799984,1,1,male,31,complaint of pain,1,1
